serie_id,nome_serie,serie_original,nome_series_en,data_lancamento,poster,nota_omdb,nota_imdb_pt,nota_imdb_en,nota_adorocinema,nota_filmow,nota_rottentomatoes,nota_trakt,NaN_count,nota_score,streaming,studio,serie_type,data,ranking
121658,FBI: Internacional,FBI: International,FBI: International,,https://image.tmdb.org/t/p/w500/1JB0ZI31zCk9gx6dVey5hKgxdOy.jpg,"7,7","6,6",,,,"4,3","6,79557",4,"6,79557",Claro tv+,Wolf Entertainment,Streaming,2025-02-05,1
70,This Hour Has 22 Minutes,This Hour Has 22 Minutes,This Hour Has 22 Minutes,,https://image.tmdb.org/t/p/w500/shWjVJtL7NBLcGiylwWwXLm9nlR.jpg,"6,7",7,,,,,"6,85185",4,"6,775925",N/A,N/A,Cinema,2025-02-06,1
1021,Casualty,Casualty,Casualty,,https://image.tmdb.org/t/p/w500/xori6j1eOdXwD5z213t2o8NMcvu.jpg,"5,994","6,1",,,,,"7,53012",4,"6,76206",N/A,BBC,Cinema,2025-02-06,1
67192,New Japan Pro Wrestling,New Japan Pro Wrestling,New Japan Pro Wrestling,,https://image.tmdb.org/t/p/w500/c6IZc3avqSgTzSXrrj9vV0EwRp.jpg,"8,5","8,6",,,,,5,4,"6,75",N/A,Bushiroad,Cinema,2025-02-05,1
2051,The Price Is Right,The Price Is Right,The Price Is Right,,https://image.tmdb.org/t/p/w500/x2wMeWFWJhEl0jVp9x5P5wmVBpw.jpg,"6,1","7,5",,,,,"7,37037",4,"6,7351849999999995",N/A,Mark Goodson-Bill Todman Productions,Cinema,2025-02-06,1
37790,Sveriges Mästerkock,Sveriges Mästerkock,Sveriges Mästerkock,,https://image.tmdb.org/t/p/w500/yOr7Ek5rAeSxSaf2zhCrMjMrqIA.jpg,,"6,5",,,,,"6,70588",4,"6,70588",N/A,Meter Television,Cinema,2025-02-06,1
216272,Unnamed Memory,Unnamed Memory,Unnamed Memory,,https://image.tmdb.org/t/p/w500/2h67cW61TtPdl6R41TkbTJv4Xiz.jpg,"7,2","6,1",,,,,"6,20388",4,"6,7019400000000005",Crunchyroll,KADOKAWA,Streaming,2025-02-06,1
84971,Watzmann ermittelt,Watzmann ermittelt,Watzmann ermittelt,,https://image.tmdb.org/t/p/w500/9Gt7pmS6V9smC9ByNrES3RIG6ys.jpg,"6,7","6,3",,,,,"6,625",4,"6,6625",N/A,Lucky Bird Pictures,Cinema,2025-02-06,1
2354,Home and Away,Home and Away,Home and Away,,https://image.tmdb.org/t/p/w500/vn0eKMiG69bhQtxb7qLRo8SSqu5.jpg,"6,3","5,1",,,,,"6,975",4,"6,637499999999999",N/A,Seven Studios,Cinema,2025-02-06,1
108466,Alle mot alle,Alle mot alle,Alle mot alle,,https://image.tmdb.org/t/p/w500/qmOYqF2ezHT1leCE91Mdm6tu3Vl.jpg,8,"7,4",,,,,"5,25",4,"6,625",N/A,Nexiko Norge,Cinema,2025-02-06,1
87362,Alla mot alla med Filip och Fredrik,Alla mot alla med Filip och Fredrik,Alla mot alla med Filip och Fredrik,,https://image.tmdb.org/t/p/w500/zDmZBMOUtpdjkwI1TDtQt4jmBej.jpg,"7,8","7,6",,,,,"5,35714",4,"6,57857",N/A,Nexiko,Cinema,2025-02-06,1
2370,Hell's Kitchen,Hell's Kitchen,Hell's Kitchen,,https://image.tmdb.org/t/p/w500/shOVFku8daIGRpgjTdMZBxUAvsV.jpg,"6,822","7,2",,,,"6,3",,4,"6,561",N/A,A. Smith & Co. Productions,Cinema,2025-02-06,1
73679,Japanology Plus,Japanology Plus,Japanology Plus,,https://image.tmdb.org/t/p/w500/4yFTp3MvggIFLwTPxEQIvOprVI.jpg,"6,4","8,6",,,,,"6,6875",4,"6,54375",N/A,NHK,Cinema,2025-02-06,1
211892,One Cent Thief,One Cent Thief,One Cent Thief,,https://image.tmdb.org/t/p/w500/sw5QIK9ctfMCgi2IrBw8WH6U6M7.jpg,"5,8","7,5",,,,,"7,28571",4,"6,542854999999999",N/A,Astro Shaw,Cinema,2025-02-06,1
226688,Beyblade X,BEYBLADE X,Beyblade X,,https://image.tmdb.org/t/p/w500/66wkm14IWdrY5LaKZDAbkD2T9Jt.jpg,"7,7","6,6",,,,,"5,375",4,"6,5375",Netflix,TakaraTomy,Streaming,2025-02-06,1
4419,Real Time with Bill Maher,Real Time with Bill Maher,Real Time with Bill Maher,,https://image.tmdb.org/t/p/w500/pbpoLLp4kvnYVfnEGiEhagpJuVZ.jpg,6,"7,4",,,,,"7,06719",4,"6,533595",Max,Bill Maher Productions,Streaming,2025-02-06,1
2394,This Old House,This Old House,This Old House,,https://image.tmdb.org/t/p/w500/ecAOX4esywAXLF5I4X2gaTmhmAG.jpg,"5,2","7,9",,,,,"7,86207",4,"6,531035",N/A,This Old House Productions,Cinema,2025-02-06,1
2674,Neighbours,Neighbours,Neighbours,,https://image.tmdb.org/t/p/w500/bXY78bQsKCIiD17Sr6yO4wLIXqS.jpg,"6,1","5,6",,,,,"6,91919",4,"6,509595",N/A,Fremantle Australia,Cinema,2025-02-06,1
63770,The Late Show with Stephen Colbert,The Late Show with Stephen Colbert,The Late Show with Stephen Colbert,,https://image.tmdb.org/t/p/w500/9jkThAGYj2yp8jsS6Nriy5mzKFT.jpg,"6,5","7,2",,,,"4,8","6,55832",3,"6,5",N/A,Spartina Productions,Cinema,2025-02-06,1
14509,In aller Freundschaft,In aller Freundschaft,In aller Freundschaft,,https://image.tmdb.org/t/p/w500/f8ZHSXNs5jyjMz3qg7mB2fqnTjP.jpg,7,"4,4",,,,,"5,91667",4,"6,458335",N/A,ARD Degeto,Cinema,2025-02-06,1
881,Days of Our Lives,Days of Our Lives,Days of Our Lives,,https://image.tmdb.org/t/p/w500/7Zm7epVFEovMEVLpM6FvrjhaNXn.jpg,6,"5,3",,,,,"6,90323",4,"6,451615",N/A,N/A,Cinema,2025-02-06,1
72230,Farmen Kjendis,Farmen Kjendis,Farmen Kjendis,,https://image.tmdb.org/t/p/w500/8NH1qKiyASwMCubMgha2RhPINmY.jpg,"6,7","7,8",,,,,"6,2",4,"6,45",N/A,Strix Televisjon [NO],Cinema,2025-02-06,1
32348,A League of Their Own,A League of Their Own,A League of Their Own,,https://image.tmdb.org/t/p/w500/9USFzkxTCLX12HRAitjrnxqw209.jpg,"6,9","7,3",,,,,6,4,"6,45",N/A,CPL Productions,Cinema,2025-02-06,1
245927,Paradise,Paradise,Paradise,,https://image.tmdb.org/t/p/w500/rkwqy7uE0ORdUxDFNeVq7vpJORN.jpg,8,"6,3",,"6,4",,,1,3,"6,4",Disney Plus,20th Television,Streaming,2025-02-06,1
5266,University Challenge,University Challenge,University Challenge,,https://image.tmdb.org/t/p/w500/yDLoEEFW3D6XSyT8UynTghc1Dyw.jpg,6,"6,7",,,,,"6,71429",4,"6,357145",N/A,Lifted Entertainment,Cinema,2025-02-06,1
41149,Die Rosenheim-Cops,Die Rosenheim-Cops,Die Rosenheim-Cops,,https://image.tmdb.org/t/p/w500/kAhi0xY6gIEMvHtmChC44pBwOWG.jpg,"6,4","6,1",,,,,"6,28571",4,"6,342855",N/A,Bavaria Film,Cinema,2025-02-06,1
246381,Alvo Primário,Prime Target,Prime Target,,https://image.tmdb.org/t/p/w500/xAKW7zsnfeqzZlQjVyrejrTfaJ4.jpg,"7,2",,"5,2",,,"6,8","6,341666666666667",4,"6,341666666666667",Apple TV Plus,New Regency Pictures,Streaming,2025-02-06,1
115641,Konuşanlar,Konuşanlar,Konuşanlar,,https://image.tmdb.org/t/p/w500/gTJZ9d49dLI2m1vv1Ufi3Cx7rMt.jpg,"5,941","6,3",,,,,"6,58824",4,"6,26462",N/A,HapYapım,Cinema,2025-02-06,1
32390,The Real Housewives of Beverly Hills,The Real Housewives of Beverly Hills,The Real Housewives of Beverly Hills,,https://image.tmdb.org/t/p/w500/gHZmEmtQzobW9PVdpGrYP7SU9RH.jpg,"6,3","5,5",,,,,"6,02717",4,"6,163584999999999",Netflix,Evolution Media,Streaming,2025-02-06,1
6390,Escape to the Country,Escape to the Country,Escape to the Country,,https://image.tmdb.org/t/p/w500/ykSfW3rU7Th0VvrgB85nHvQZCAN.jpg,"5,1","7,4",,,,,"7,16667",4,"6,133335",N/A,Boundless,Cinema,2025-02-06,1
291,Coronation Street,Coronation Street,Coronation Street,,https://image.tmdb.org/t/p/w500/5x1HXqYqPyYw7oc7Isu1lvVmwRP.jpg,"5,3","5,6",,,,,"6,94152",4,"6,12076",N/A,ITV Studios,Cinema,2025-02-06,1
82428,All American,All American,All American,,https://image.tmdb.org/t/p/w500/c8FTtjQcQfqSI0McmVc1OOOf7Z7.jpg,"8,2","7,6",,,,,4,4,"6,1",N/A,Berlanti Productions,Cinema,2025-02-06,1
71790,S.W.A.T.: Força de Intervenção,S.W.A.T.,S.W.A.T.,,https://image.tmdb.org/t/p/w500/byFarhK0Wxmf9mSOOR9ZQ31sShJ.jpg,"8,1",,"6,1",9,,,1,4,"6,1",Disney Plus,Sony Pictures Television,Streaming,2025-02-06,1
13700,Indian Idol,Indian Idol,Indian Idol,,https://image.tmdb.org/t/p/w500/igtVLnrSyMwPYtuWGFRSk3wlPel.jpg,"6,1","5,1",,,,,"6,09091",4,"6,095454999999999",N/A,Fremantle Media International,Cinema,2025-02-06,1
987,General Hospital,General Hospital,General Hospital,,https://image.tmdb.org/t/p/w500/gS5iORCJHwP5moEXSF9b6ZcsZ1w.jpg,"5,7","6,6",,,,,"6,45408",4,"6,07704",N/A,Walt Disney Television,Cinema,2025-02-06,1
82873,The Kelly Clarkson Show,The Kelly Clarkson Show,The Kelly Clarkson Show,,https://image.tmdb.org/t/p/w500/9Gg1oM8Us8gCS5aJA8e0ZRuIHnf.jpg,"6,3","5,9",,,,"5,4","6,05263",3,"6,05263",N/A,NBCUniversal,Cinema,2025-02-06,1
97867,Family Feud Canada,Family Feud Canada,Family Feud Canada,,https://image.tmdb.org/t/p/w500/ohlgnAbNTZYZ0PhsM57HPTJ0pg7.jpg,"5,6","7,2",,,,,"6,5",4,"6,05",N/A,Zone3,Cinema,2025-02-06,1
4656,Raw,Raw,Raw,,https://image.tmdb.org/t/p/w500/7wq6uV8YRdWNEyI9TY5k80yWENg.jpg,"6,8","6,9",,,,,"5,25",4,"6,025",Netflix,WWE Home Video,Streaming,2025-02-06,1
215803,Batang Quiapo,Batang Quiapo,Batang Quiapo,,https://image.tmdb.org/t/p/w500/9McqS8mgMf5NJCAKZIY6J1oOl8y.jpg,"6,9","3,8",,,,,"5,125",4,"6,0125",N/A,ABS-CBN Studios,Cinema,2025-02-06,1
2637,Come Dine with Me,Come Dine with Me,Come Dine with Me,,https://image.tmdb.org/t/p/w500/enFfviWZwnIKn9DhyMa7cXqKx6Q.jpg,"4,984","6,5",,,,,"7,03846",4,"6,011229999999999",N/A,LWT,Cinema,2025-02-06,1
231404,Die Byl,Die Byl,Die Byl,,https://image.tmdb.org/t/p/w500/kghfAPIlsBKK2xO7kAQpTxYBoQX.jpg,8,"8,9",,,,,4,4,6,N/A,Lion's Head Productions,Cinema,2025-02-06,1
116129,Lingo,Lingo,Lingo,,https://image.tmdb.org/t/p/w500/a06fDRQsDOatU8tfs7GvdIDx0JS.jpg,6,"6,7",,,,,"5,8",4,"5,9",N/A,Objective Media Group,Cinema,2025-02-06,1
37678,The Voice,The Voice,The Voice,,https://image.tmdb.org/t/p/w500/8jgjykcCuQ5rYreyqba4mazNKYd.jpg,"5,9","6,5",,,,"5,8",,4,"5,85",N/A,Warner Horizon Television,Cinema,2025-02-05,1
13354,Question Time,Question Time,Question Time,,https://image.tmdb.org/t/p/w500/nLGgjwQNnCKuDdJMDmp02pxB0u9.jpg,"5,083","6,6",,,,,"6,31818",4,"5,70059",N/A,Mentorn Media,Cinema,2025-02-06,1
966,Hollyoaks,Hollyoaks,Hollyoaks,,https://image.tmdb.org/t/p/w500/5sbMgcbpzZn8aKETeanrKDANzdM.jpg,"4,992","4,6",,,,,"6,40323",4,"5,697615",N/A,Mersey Television,Cinema,2025-02-06,1
23545,Ask This Old House,Ask This Old House,Ask This Old House,,https://image.tmdb.org/t/p/w500/bsXGUoRxzelzpOyFDYyC5LpL21T.jpg,"3,7","7,9",,,,,"7,66667",4,"5,683335",N/A,This Old House Productions,Cinema,2025-02-06,1
4504,Shortland Street,Shortland Street,Shortland Street,,https://image.tmdb.org/t/p/w500/2m2W5m2UIuxv2EkgfMvEms0iAGq.jpg,"5,3","4,5",,,,,"6,05556",4,"5,67778",N/A,South Pacific Pictures,Cinema,2025-02-06,1
41018,SOKO Wismar,SOKO Wismar,SOKO Wismar,,https://image.tmdb.org/t/p/w500/jvc2fWkPfr5CdiK18k9VOM6xYZ5.jpg,"6,1","5,7",,,,,"5,2",4,"5,65",N/A,N/A,Cinema,2025-02-06,1
226826,Tribunal Justice,Tribunal Justice,Tribunal Justice,,https://image.tmdb.org/t/p/w500/aWLRs7OyOoQrMZpb2UaOLTNv9Uu.jpg,"3,5","6,8",,,,"5,6","6,16667",3,"5,6",N/A,N/A,Cinema,2025-02-06,1
36109,Paradise Hotel,Paradise Hotel,Paradise Hotel,,https://image.tmdb.org/t/p/w500/awiU67ZYSwEOwWnIbjyQ5x9Dmyv.jpg,"5,8","4,9",,,,,"5,25",4,"5,525",N/A,Mastiff,Cinema,2025-02-06,1
22980,Watch What Happens Live with Andy Cohen,Watch What Happens Live with Andy Cohen,Watch What Happens Live with Andy Cohen,,https://image.tmdb.org/t/p/w500/onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg,"4,898","5,6",,,,,"6,13158",4,"5,51479",N/A,Embassy Row,Cinema,2025-02-06,1
13945,"Gute Zeiten, schlechte Zeiten","Gute Zeiten, schlechte Zeiten","Gute Zeiten, schlechte Zeiten",,https://image.tmdb.org/t/p/w500/qujVFLAlBnPU9mZElV4NZgL8iXT.jpg,"5,9","2,8",,,,,"5,11111",4,"5,505555",N/A,UFA Serial Drama,Cinema,2025-02-06,1
65405,Back Roads,Back Roads,Back Roads,,https://image.tmdb.org/t/p/w500/tkaTfX8crUmwffS3HS2YhSxuN7C.jpg,5,"6,3",,,,,6,4,"5,5",N/A,Australian Broadcasting Corporation,Cinema,2025-02-06,1
61818,Late Night with Seth Meyers,Late Night with Seth Meyers,Late Night with Seth Meyers,,https://image.tmdb.org/t/p/w500/jm95V8XjfvqmEhw0MN09wbg9Mi3.jpg,"5,433","6,3",,,,"5,5","6,01",3,"5,5",N/A,Universal Television,Cinema,2025-02-06,1
206559,Binnelanders,Binnelanders,Binnelanders,,https://image.tmdb.org/t/p/w500/3bzECfllho8PphdYujLUIuhncJD.jpg,"5,7","7,5",,,,,"5,28571",4,"5,4928550000000005",N/A,Stark Studios,Cinema,2025-02-06,1
70503,Specialisté,Specialisté,Specialisté,,https://image.tmdb.org/t/p/w500/olszoRHRpvWiEbAHFXsBN6lEbKS.jpg,"5,8","6,2",,,,,5,4,"5,4",N/A,TV Nova,Cinema,2025-02-06,1
242965,After Midnight,After Midnight,After Midnight,,https://image.tmdb.org/t/p/w500/7O67hHXEaiW30UQdunBqlyPsfGh.jpg,"6,7",,,,,"5,3",0,5,"5,3",N/A,CBS Studios,Cinema,2025-02-05,1
154828,Vandaag Inside,Vandaag Inside,Vandaag Inside,,https://image.tmdb.org/t/p/w500/xEFfIcHzlxiYw8e6hXRCqskSKsG.jpg,"5,6","6,8",,,,,5,4,"5,3",N/A,Talpa Productions,Cinema,2025-02-06,1
66336,Die Kanzlei,Die Kanzlei,Die Kanzlei,,https://image.tmdb.org/t/p/w500/auY6zgq7OdFcptt9Zci1rJyU6zB.jpg,"3,8","6,2",,,,,"6,6",4,"5,199999999999999",N/A,N/A,Cinema,2025-02-06,1
1871,EastEnders,EastEnders,EastEnders,,https://image.tmdb.org/t/p/w500/z4jgyI5TpoRZiJTNchkVkMrGQyz.jpg,"4,082","4,8",,,,,"6,21795",4,"5,1499749999999995",N/A,BBC Studios Drama Productions,Cinema,2025-02-06,1
2621,Mastermind,Mastermind,Mastermind,,https://image.tmdb.org/t/p/w500/1CuyXvdlNGsNRaC62Q7Pp3hIIGt.jpg,"5,4","6,2",,,,,"4,8",4,"5,1",N/A,N/A,Cinema,2025-02-06,1
243754,Love Island: All Stars,Love Island: All Stars,Love Island: All Stars,,https://image.tmdb.org/t/p/w500/hOHKevqnalNfhtVwTL8RqVKzQHC.jpg,"4,1","6,4",,,,,"5,89796",4,"4,9989799999999995",N/A,GroupM Motion Entertainment,Cinema,2025-02-06,1
136166,Lang Leve de Liefde,Lang Leve de Liefde,Lang Leve de Liefde,,https://image.tmdb.org/t/p/w500/9lpvvzEl5kViIc2vUJG4QKzj2ds.jpg,"5,1","6,8",,,,,"4,8",4,"4,949999999999999",N/A,Talpa Entertainment Productions,Cinema,2025-02-06,1
1900,LIVE with Kelly and Mark,LIVE with Kelly and Mark,LIVE with Kelly and Mark,,https://image.tmdb.org/t/p/w500/l5y8egG27p2fSTyq8s21SQMmQLy.jpg,"5,5","4,5",,,,,"4,33333",4,"4,916665",N/A,WABC-TV,Cinema,2025-02-06,1
204746,The Jennifer Hudson Show,The Jennifer Hudson Show,The Jennifer Hudson Show,,https://image.tmdb.org/t/p/w500/6VBNeo8XG90sNKWYQ0yTEmVBXHJ.jpg,"6,775","4,5",,,,,3,4,"4,8875",N/A,Warner Horizon Unscripted Television,Cinema,2025-02-06,1
4204,Australian Idol,Australian Idol,Australian Idol,,https://image.tmdb.org/t/p/w500/fe7SuNppqc3FnPrRj3ZJto8XGy8.jpg,4,4,,,,,"5,71429",4,"4,857145",N/A,N/A,Cinema,2025-02-06,1
210081,Sherri,Sherri,Sherri,,https://image.tmdb.org/t/p/w500/tNpISQ0ymMpZmfRCeJXceAjyzev.jpg,"4,2",6,,,,,"5,5",4,"4,85",N/A,Debmar-Mercury,Cinema,2025-02-06,1
8106,Homes Under the Hammer,Homes Under the Hammer,Homes Under the Hammer,,https://image.tmdb.org/t/p/w500/8oqAkf0SgVSn3rVgcZ34rAABztU.jpg,"4,2","6,3",,,,,"5,44444",4,"4,82222",N/A,Lion Television,Cinema,2025-02-06,1
40879,Dahoam is Dahoam,Dahoam is Dahoam,Dahoam is Dahoam,,https://image.tmdb.org/t/p/w500/tGXZEUgSbgufoOpXMImSKPDd5A3.jpg,"5,6","4,7",,,,,4,4,"4,8",N/A,Constantin Film,Cinema,2025-02-06,1
154521,The Kardashians,The Kardashians,The Kardashians,,https://image.tmdb.org/t/p/w500/6pKlAg88vL21OckbndYpjk0bAzA.jpg,"8,5","4,5",,,,3,"4,71429",3,"4,71429",Disney Plus,Kardashian Jenner Productions,Streaming,2025-02-06,1
23915,Markus Lanz,Markus Lanz,Markus Lanz,,https://image.tmdb.org/t/p/w500/tr4cLn4ecRASV0SPM9FRv0AJOQF.jpg,5,4,,,,,"4,42857",4,"4,714285",N/A,Mhoch2,Cinema,2025-02-06,1
4496,Meet the Press,Meet the Press,Meet the Press,,https://image.tmdb.org/t/p/w500/lisjDmT2xTykSZxCNvd7E3gQ9AI.jpg,"3,8","5,5",,,,,"5,61111",4,"4,705555",N/A,NBC News,Cinema,2025-02-06,1
221905,Le Bigdil,Le Bigdil,Le Bigdil,,https://image.tmdb.org/t/p/w500/rFDxpLbTfzf6XUR591S36O7qRtn.jpg,"7,4","2,1",,,,,1,4,"4,2",N/A,Hubert Productions,Cinema,2025-02-06,1
62957,Der Bergdoktor,Der Bergdoktor,Der Bergdoktor,,https://image.tmdb.org/t/p/w500/sV20Nb5C7S4pOcFFINV8Lw6ehlN.jpg,"5,9","6,4",,,,,"2,42857",4,"4,1642850000000005",N/A,bTV Studios,Cinema,2025-02-06,1
54637,Všechnopárty,Všechnopárty,Všechnopárty,,https://image.tmdb.org/t/p/w500/ij1ZAp3rZASDIriTvbSVZSnsYVy.jpg,"7,3","6,5",,,,,1,4,"4,15",N/A,Česká televize,Cinema,2025-02-06,1
235484,Suidooster,Suidooster,Suidooster,,https://image.tmdb.org/t/p/w500/naCgSiacvV685kait6fBvhVhdce.jpg,"7,7","8,7",,,,,0,4,"3,85",N/A,Suidooster Films,Cinema,2025-02-06,1
36361,Ulice,Ulice,Ulice,,https://image.tmdb.org/t/p/w500/gFEHva8Csx18hMGJJZ6gi4sFSKR.jpg,"4,6","2,1",,,,,3,4,"3,8",N/A,CET 21,Cinema,2025-02-06,1
66250,Celebrity Antiques Road Trip,Celebrity Antiques Road Trip,Celebrity Antiques Road Trip,,https://image.tmdb.org/t/p/w500/A8Gb4gRQn6OkPtrn7J6h0Ha4sfW.jpg,5,"6,8",,,,,"2,6",4,"3,8",N/A,STV Studios,Cinema,2025-02-06,1
274634,Sed de Venganza,Sed de Venganza,Sed de Venganza,,https://image.tmdb.org/t/p/w500/woc4ecr728hC1uJ093JT1Bdcu5W.jpg,"7,6","3,4",,,,,0,4,"3,8",N/A,Telemundo Studios,Cinema,2025-02-06,1
276465,TMZ Live,TMZ Live,TMZ Live,,https://image.tmdb.org/t/p/w500/12sC6lRA7ds448jaoDUtj5qGSwh.jpg,2,"3,5",,,,,"5,57143",4,"3,785715",N/A,Paramedia,Cinema,2025-02-06,1
210078,STAT,STAT,STAT,,https://image.tmdb.org/t/p/w500/i8t2DQVBv7rfJeUerVSIWGyMLqw.jpg,"6,143","7,3",,,,,1,4,"3,5715",N/A,Aetios Productions,Cinema,2025-02-06,1
50895,Ordinace v růžové zahradě,Ordinace v růžové zahradě,Ordinace v růžové zahradě,,https://image.tmdb.org/t/p/w500/lI0YdSKZXWG5DHcjpgILH9IqyZE.jpg,"3,8","1,5",,,,,"3,22222",4,"3,51111",N/A,CET 21,Cinema,2025-02-06,1
7889,Vaya Semanita,Vaya Semanita,Vaya Semanita,,https://image.tmdb.org/t/p/w500/v5pUp4Fk3jNhtlYcNMouqAPcjV1.jpg,"5,8","7,5",,,,,1,4,"3,4",N/A,Pausoka Departamento I+D,Cinema,2025-02-06,1
137228,La Casa de los Famosos,La Casa de los Famosos,La Casa de los Famosos,,https://image.tmdb.org/t/p/w500/fxCgd9KZt06CxMDVztPEuV8F3b9.jpg,"5,6","4,3",,,,,0,4,"2,8",N/A,Telemundo Studios,Cinema,2025-02-06,1
6538,Carte Blanche,Carte Blanche,Carte Blanche,,https://image.tmdb.org/t/p/w500/kAgxy63SbyUCmubaYmOwydvl9UW.jpg,"4,5","6,9",,,,,1,4,"2,75",N/A,M-Net Original Productions,Cinema,2025-02-06,1
273911,LA MUJER DE MI VIDA,LA MUJER DE MI VIDA,La mujer de mi vida,,https://image.tmdb.org/t/p/w500/1wYJZRQIVklozOzS4Uqlx6i1oCx.jpg,3,"8,5",,,,,1,4,2,N/A,Telemundo Studios,Cinema,2025-02-06,1
135137,Morning Live,Morning Live,Morning Live,,https://image.tmdb.org/t/p/w500/lUuIvhU5bycqzRk5a2jLHvgJXCB.jpg,1,"6,5",,,,,1,4,1,N/A,BBC Studios Unscripted Productions,Cinema,2025-02-06,1